table,G_order,q,α_position,α_label,α_degree,α_faithful,α_conductor,α_char_field_degree,χ_odd_degree,χ_two_rational,χ_conductor,χ_char_field_degree,χ_max_value_degree,G_solvable,run_started_at_utc,julia_version,oscar_version,fs2_git_revision,gap_version,ctbllib_version,scan_id,scan_total,scan_index,logged_at_utc
2^(1+22).Co2,354883595661213696000,4,22,,91125,false,7,2,true,false,112,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,596,2026-08-10T07:23:26.586Z
2^(1+6)_+:3A7,967680,4,54,,21,false,15,4,true,false,240,32,16,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,608,2026-08-10T07:23:34.667Z
2^(1+6)_-.2^4.A5,122880,4,7,,5,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,611,2026-08-10T07:23:37.079Z
2^(1+6)_-.2^4.A5,122880,4,19,,5,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,611,2026-08-10T07:23:37.12Z
2^(1+8)+.O8+(2),89181388800,4,64,,2835,false,15,2,true,false,240,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,615,2026-08-10T07:23:39.301Z
2^(1+8)+.O8+(2),89181388800,4,83,,6075,false,7,2,true,false,112,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,615,2026-08-10T07:23:39.391Z
2^(1+8)+:L2(8),258048,4,11,,9,false,7,6,true,false,112,48,24,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,616,2026-08-10T07:23:39.681Z
2^(1+8)_+.(2xA5),61440,4,13,,5,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,626,2026-08-10T07:23:44.636Z
2^(1+8)_+.(2xA5),61440,4,15,,5,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,626,2026-08-10T07:23:44.65Z
2^(1+8)_+:L2(8):3,774144,4,15,,27,false,7,2,true,false,112,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,635,2026-08-10T07:24:04.148Z
2^(10+16).O10+(2),1577011055923770163200,4,57,,355725,false,7,2,true,false,112,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,637,2026-08-10T07:24:18.366Z
2^(10+16).O10+(2),1577011055923770163200,4,133,,1494045,false,15,2,true,false,240,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,637,2026-08-10T07:24:20.31Z
2^(9+16).S8(2),1589728887019929600,4,91,,48195,false,15,2,true,false,240,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,689,2026-08-10T07:28:35.732Z
2^1+4b:a5,1920,4,7,,5,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,693,2026-08-10T07:29:15.94Z
2^1+6.u4q2,3317760,4,33,,81,false,5,2,true,false,80,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,695,2026-08-10T07:29:16.258Z
2^1+6.u4q2,3317760,4,37,,135,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,695,2026-08-10T07:29:16.273Z
2^1+8.2.A9,185794560,4,43,,405,false,7,2,true,false,112,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,696,2026-08-10T07:29:19.401Z
2^1+8.a9,92897280,4,43,,405,false,7,2,true,false,112,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,697,2026-08-10T07:29:19.565Z
2^1+8:s6f2,743178240,4,99,,405,false,7,2,true,false,112,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,698,2026-08-10T07:29:20.092Z
2^6.U4(2),1658880,4,24,,81,true,5,2,true,false,80,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,825,2026-08-10T07:35:41.136Z
2^6.U4(2),1658880,4,29,,135,true,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,825,2026-08-10T07:35:41.152Z
2^6:3A7,483840,4,24,,21,true,15,4,true,false,240,32,16,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,832,2026-08-10T07:35:46.254Z
2^8.A9,46448640,4,40,,405,true,7,2,true,false,112,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,848,2026-08-10T07:35:58.154Z
2^8:O8+(2),44590694400,4,89,,2835,true,15,2,true,false,240,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,849,2026-08-10T07:35:58.9Z
2^8:O8+(2),44590694400,4,93,,6075,true,7,2,true,false,112,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,849,2026-08-10T07:35:58.945Z
2^8:O8-(2),50536120320,4,16,,1071,false,5,2,true,false,80,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,851,2026-08-10T07:36:03.511Z
2^8:O8-(2),50536120320,4,55,,5355,true,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,851,2026-08-10T07:36:03.656Z
2^8:O8-(2),50536120320,4,61,,9639,true,5,2,true,false,80,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,851,2026-08-10T07:36:03.7Z
2^8:S6(2),371589120,4,48,,405,true,7,2,true,false,112,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,853,2026-08-10T07:36:07.986Z
2^9.2^4.A5a,491520,4,11,,5,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,856,2026-08-10T07:36:14.061Z
2^{1+4}_-:2A5,3840,4,7,,5,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,860,2026-08-10T07:38:11.229Z
2xCo2,84610842624000,4,43,,91125,false,7,2,true,false,112,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,942,2026-08-10T07:43:41.06Z
2xCo2,84610842624000,4,44,,91125,true,7,2,true,false,112,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,942,2026-08-10T07:43:41.115Z
3.Fi22M5,1362493440,4,66,,231,true,15,4,true,false,240,32,16,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,1018,2026-08-10T07:46:37.741Z
3x2.SuzM4,19906560,4,33,,81,false,5,2,true,false,80,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,1277,2026-08-10T08:04:10.407Z
3x2.SuzM4,19906560,4,37,,135,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,1277,2026-08-10T08:04:10.477Z
3x2.SuzM4,19906560,4,135,,81,false,15,4,true,false,240,32,16,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,1277,2026-08-10T08:04:12.739Z
3x2^(1+4)_-:A5,5760,4,7,,5,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,1287,2026-08-10T08:04:51.531Z
3x2^(1+6)_-.2^4.A5,368640,4,19,,5,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,1288,2026-08-10T08:04:54.592Z
3x2^(1+6)_-.2^4.A5,368640,4,55,,5,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,1288,2026-08-10T08:04:54.881Z
3x2^(1+6)_-.U4(2),9953280,4,33,,81,false,5,2,true,false,80,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,1289,2026-08-10T08:04:57.211Z
3x2^(1+6)_-.U4(2),9953280,4,37,,135,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,1289,2026-08-10T08:04:57.252Z
3x2^(1+6)_-.U4(2),9953280,4,90,,81,false,15,4,true,false,240,32,16,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,1289,2026-08-10T08:04:57.561Z
6.Fi22M5,2724986880,4,92,,231,false,15,4,true,false,240,32,16,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,1527,2026-08-10T08:13:17.402Z
B,4154781481226426191177580544000000,4,35,\chi_{35},4097337118875,true,15,2,true,false,240,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,1665,2026-08-10T08:20:15.18Z
B,4154781481226426191177580544000000,4,169,\chi_{169},9573585768140625,true,17,2,true,false,272,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,1665,2026-08-10T08:20:15.899Z
Co2,42305421312000,4,22,\chi_{22},91125,true,7,2,true,false,112,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,1675,2026-08-10T08:20:29.387Z
O10+(2),23499295948800,4,57,\chi_{57},355725,true,7,2,true,false,112,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2050,2026-08-10T08:36:14.858Z
O12-(2),51615733565620224000,4,147,,314188875,true,17,4,true,false,272,32,16,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2059,2026-08-10T08:37:49.245Z
O8-(2),197406720,4,16,\chi_{16},1071,true,5,2,true,false,80,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2088,2026-08-10T08:41:35.361Z
P1/G1/L1/V1/ext2,960,4,7,,5,true,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2100,2026-08-10T08:41:47.234Z
P1/G1/L1/V1/ext4,15360,4,11,,5,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2102,2026-08-10T08:41:49.304Z
P1/G1/L1/V1/ext6,77760,4,15,,5,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2104,2026-08-10T08:41:50.957Z
P1/G1/L1/V2/ext6,77760,4,14,,5,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2106,2026-08-10T08:41:52.125Z
P2/G1/L1/V1/ext2,30720,4,11,,5,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2139,2026-08-10T08:42:38.932Z
P2/G1/L1/V1/ext2,30720,4,18,,5,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2139,2026-08-10T08:42:38.966Z
P2/G1/L1/V1/ext2,30720,4,25,,5,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2139,2026-08-10T08:42:38.999Z
P41/G2/L1/V1/ext2,129024,4,11,,9,true,7,6,true,false,112,48,24,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2167,2026-08-10T08:43:16.133Z
P43/G1/L1/V1/ext2,675840,4,38,,55,true,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2169,2026-08-10T08:43:17.486Z
P50/G1/L1/V1/ext2,1658880,4,22,,81,true,5,2,true,false,80,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2177,2026-08-10T08:43:20.539Z
P50/G1/L1/V1/ext2,1658880,4,27,,135,true,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2177,2026-08-10T08:43:20.555Z
P50/G1/L1/V1/ext4,106168320,4,27,,135,true,12,4,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2179,2026-08-10T08:43:23.797Z
P50/G1/L1/V1/ext4,106168320,4,34,,81,false,5,2,true,false,80,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2179,2026-08-10T08:43:23.865Z
P50/G1/L1/V1/ext4,106168320,4,39,,135,false,3,2,true,false,48,16,8,false,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,2179,2026-08-10T08:43:23.913Z
