table,G_order,G_solvable,false_characters,findall,run_started_at_utc,julia_version,oscar_version,fs2_git_revision,gap_version,ctbllib_version,scan_id,scan_total,scan_index,logged_at_utc
(2x5^2).12,600,true,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,71,2026-08-10T07:08:28.861Z
(2xA6).2^2,2880,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,72,2026-08-10T07:08:30.358Z
(2xA6).2_3,1440,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,73,2026-08-10T07:08:30.421Z
(2xA6.2^2).2,5760,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,74,2026-08-10T07:08:30.568Z
(2xL3(2)).2,672,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,75,2026-08-10T07:08:30.622Z
(2xL3(3)).2,22464,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,76,2026-08-10T07:08:30.749Z
(2xO8+(3)).S4,237704631091200,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,77,2026-08-10T07:08:33.201Z
(3.A6.2_2xA5):2,259200,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,78,2026-08-10T07:08:34.999Z
(3.A6x2.A5).2,259200,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,79,2026-08-10T07:08:36.039Z
(3.A6xA5):2,129600,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,80,2026-08-10T07:08:37.091Z
(3^(1+2)+x3^2):2S4,11664,true,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,81,2026-08-10T07:08:37.13Z
(3^(1+2):2^2xG2(3)):2,917070336,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,82,2026-08-10T07:08:40.033Z
(3^(1+2):4x2.A6).2,155520,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,83,2026-08-10T07:08:42.587Z
(3^(1+2):4xA6).2,77760,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,84,2026-08-10T07:08:43.483Z
(3^(1+2):4xD10).2,2160,true,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,85,2026-08-10T07:08:44.952Z
(3^(1+2):8x2.A6).2,311040,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,86,2026-08-10T07:08:45.885Z
(3^(1+2):8xA6).2,155520,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,87,2026-08-10T07:08:47.59Z
(3^(1+2)_+:2x13:6).2,8424,true,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,88,2026-08-10T07:08:49.465Z
(3^(1+2)x2).SD16,864,true,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,89,2026-08-10T07:08:49.597Z
(3^(1+6).3)a.2.S4,314928,true,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,90,2026-08-10T07:08:49.973Z
(3^2:2x13:6).2,2808,true,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,91,2026-08-10T07:08:50.209Z
(3^2:2xG2(3)).2,152845056,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,92,2026-08-10T07:08:51.042Z
(3^2:2xO8+(3)).S4,2139341679820800,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,93,2026-08-10T07:08:58.813Z
(3^2:4x2.A6).2,51840,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,94,2026-08-10T07:08:59.115Z
(3^2:4xA6).2^2,51840,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,95,2026-08-10T07:08:59.26Z
(3^2:4xD10).2,720,true,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,96,2026-08-10T07:08:59.649Z
(3^2:4xa6).2,25920,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,97,2026-08-10T07:08:59.88Z
(3^2:8xA6).2,51840,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,98,2026-08-10T07:09:00.106Z
(3^2:D8xD10).2,1440,true,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,99,2026-08-10T07:09:00.531Z
(3^2:D8xU4(3).2^2).2,1881169920,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,100,2026-08-10T07:09:10.446Z
(3^2x2).U4(3),58786560,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,101,2026-08-10T07:09:18.644Z
(3^2x2).U4(3).2_3',117573120,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,102,2026-08-10T07:09:21.588Z
(3^2x2).U4(3).D8,470292480,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,103,2026-08-10T07:09:24.259Z
(3^2x4).U4(3),117573120,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,104,2026-08-10T07:09:48.329Z
(3x13:6).2,468,true,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,105,2026-08-10T07:09:48.482Z
(3x2.D10).2,120,true,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,106,2026-08-10T07:09:49.071Z
(3x2.U4(2)):2,311040,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,107,2026-08-10T07:09:49.292Z
(3x2S5).2,1440,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,108,2026-08-10T07:09:49.38Z
(3x2^(1+6)_-.U4(2)).2,19906560,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,109,2026-08-10T07:09:49.992Z
(3x2^(2+8):(A5xS3)).2,2211840,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,110,2026-08-10T07:09:52.64Z
(3x2^(4+6):3A6).2,6635520,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,111,2026-08-10T07:09:53.062Z
(3x3^(1+2)+:2A4).2,3888,true,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,112,2026-08-10T07:09:54.018Z
(3x3^3:S3):2,972,true,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,113,2026-08-10T07:09:54.601Z
(3xA6).2_1,2160,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,114,2026-08-10T07:09:54.692Z
(3xD10).2,60,true,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,115,2026-08-10T07:09:54.739Z
(3xG2(3)):2,25474176,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,116,2026-08-10T07:09:54.925Z
(3xG2(4)).2,1509580800,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,117,2026-08-10T07:09:55.222Z
(3xL2(16):2).2,48960,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,118,2026-08-10T07:09:55.322Z
(3xL2(25)).2_2,46800,false,0,true,2026-08-10T07:04:13.747Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q4-findall,2397,119,2026-08-10T07:09:55.85Z
