table,G_order,G_solvable,false_characters,findall,run_started_at_utc,julia_version,oscar_version,fs2_git_revision,gap_version,scan_id,scan_total,scan_index,group_id,logged_at_utc
"(14,2)",14,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,12,"(14, 2)",2026-08-24T10:02:12.662Z
"(15,1)",15,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,13,"(15, 1)",2026-08-24T10:02:12.667Z
"(18,1)",18,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,14,"(18, 1)",2026-08-24T10:02:12.898Z
"(18,2)",18,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,15,"(18, 2)",2026-08-24T10:02:12.908Z
"(18,3)",18,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,16,"(18, 3)",2026-08-24T10:02:12.914Z
"(18,4)",18,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,17,"(18, 4)",2026-08-24T10:02:12.918Z
"(18,5)",18,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,18,"(18, 5)",2026-08-24T10:02:12.924Z
"(20,1)",20,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,19,"(20, 1)",2026-08-24T10:02:12.93Z
"(20,2)",20,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,20,"(20, 2)",2026-08-24T10:02:12.938Z
"(20,3)",20,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,21,"(20, 3)",2026-08-24T10:02:12.942Z
"(20,4)",20,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,22,"(20, 4)",2026-08-24T10:02:12.948Z
"(20,5)",20,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,23,"(20, 5)",2026-08-24T10:02:12.954Z
"(21,1)",21,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,24,"(21, 1)",2026-08-24T10:02:12.958Z
"(21,2)",21,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,25,"(21, 2)",2026-08-24T10:02:12.968Z
"(22,1)",22,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,26,"(22, 1)",2026-08-24T10:02:12.972Z
"(22,2)",22,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,27,"(22, 2)",2026-08-24T10:02:12.982Z
"(24,1)",24,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,28,"(24, 1)",2026-08-24T10:02:12.988Z
"(24,2)",24,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,29,"(24, 2)",2026-08-24T10:02:12.998Z
"(24,3)",24,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,30,"(24, 3)",2026-08-24T10:02:13.024Z
"(24,4)",24,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,31,"(24, 4)",2026-08-24T10:02:13.029Z
"(24,5)",24,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,32,"(24, 5)",2026-08-24T10:02:13.034Z
"(24,6)",24,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,33,"(24, 6)",2026-08-24T10:02:13.039Z
"(24,7)",24,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,34,"(24, 7)",2026-08-24T10:02:13.044Z
"(24,8)",24,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,35,"(24, 8)",2026-08-24T10:02:13.049Z
"(24,9)",24,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,36,"(24, 9)",2026-08-24T10:02:13.058Z
"(24,10)",24,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,37,"(24, 10)",2026-08-24T10:02:13.065Z
"(24,11)",24,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,38,"(24, 11)",2026-08-24T10:02:13.071Z
"(24,12)",24,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,39,"(24, 12)",2026-08-24T10:02:13.075Z
"(24,13)",24,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,40,"(24, 13)",2026-08-24T10:02:13.08Z
"(24,14)",24,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,41,"(24, 14)",2026-08-24T10:02:13.085Z
"(24,15)",24,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,42,"(24, 15)",2026-08-24T10:02:13.093Z
"(26,1)",26,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,43,"(26, 1)",2026-08-24T10:02:13.098Z
"(26,2)",26,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,44,"(26, 2)",2026-08-24T10:02:13.171Z
"(28,1)",28,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,45,"(28, 1)",2026-08-24T10:02:13.178Z
"(28,2)",28,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,46,"(28, 2)",2026-08-24T10:02:13.192Z
"(28,3)",28,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,47,"(28, 3)",2026-08-24T10:02:13.198Z
"(28,4)",28,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,48,"(28, 4)",2026-08-24T10:02:13.208Z
"(30,1)",30,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,49,"(30, 1)",2026-08-24T10:02:13.216Z
"(30,2)",30,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,50,"(30, 2)",2026-08-24T10:02:13.223Z
"(30,3)",30,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,51,"(30, 3)",2026-08-24T10:02:13.229Z
"(30,4)",30,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,52,"(30, 4)",2026-08-24T10:02:13.243Z
"(33,1)",33,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,53,"(33, 1)",2026-08-24T10:02:13.266Z
"(34,1)",34,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,54,"(34, 1)",2026-08-24T10:02:13.273Z
"(34,2)",34,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,55,"(34, 2)",2026-08-24T10:02:13.294Z
"(35,1)",35,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,56,"(35, 1)",2026-08-24T10:02:13.322Z
"(36,1)",36,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,57,"(36, 1)",2026-08-24T10:02:13.329Z
"(36,2)",36,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,58,"(36, 2)",2026-08-24T10:02:13.349Z
"(36,3)",36,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,59,"(36, 3)",2026-08-24T10:02:13.355Z
"(36,4)",36,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,60,"(36, 4)",2026-08-24T10:02:13.362Z
"(36,5)",36,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,61,"(36, 5)",2026-08-24T10:02:13.378Z
"(36,6)",36,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,62,"(36, 6)",2026-08-24T10:02:13.387Z
"(36,7)",36,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,63,"(36, 7)",2026-08-24T10:02:13.392Z
"(36,8)",36,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,64,"(36, 8)",2026-08-24T10:02:13.409Z
"(36,9)",36,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,65,"(36, 9)",2026-08-24T10:02:13.413Z
"(36,10)",36,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,66,"(36, 10)",2026-08-24T10:02:13.418Z
"(36,11)",36,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,67,"(36, 11)",2026-08-24T10:02:13.424Z
"(36,12)",36,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,68,"(36, 12)",2026-08-24T10:02:13.481Z
"(36,13)",36,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,69,"(36, 13)",2026-08-24T10:02:13.488Z
"(36,14)",36,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,70,"(36, 14)",2026-08-24T10:02:13.503Z
"(38,1)",38,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,71,"(38, 1)",2026-08-24T10:02:13.511Z
"(38,2)",38,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,72,"(38, 2)",2026-08-24T10:02:13.538Z
"(39,1)",39,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,73,"(39, 1)",2026-08-24T10:02:13.543Z
"(39,2)",39,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,74,"(39, 2)",2026-08-24T10:02:13.579Z
"(40,1)",40,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,75,"(40, 1)",2026-08-24T10:02:13.587Z
"(40,2)",40,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,76,"(40, 2)",2026-08-24T10:02:13.613Z
"(40,3)",40,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,77,"(40, 3)",2026-08-24T10:02:13.619Z
"(40,4)",40,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,78,"(40, 4)",2026-08-24T10:02:13.625Z
"(40,5)",40,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,79,"(40, 5)",2026-08-24T10:02:13.633Z
"(40,6)",40,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,80,"(40, 6)",2026-08-24T10:02:13.639Z
"(40,7)",40,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,81,"(40, 7)",2026-08-24T10:02:13.647Z
"(40,8)",40,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,82,"(40, 8)",2026-08-24T10:02:13.654Z
"(40,9)",40,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,83,"(40, 9)",2026-08-24T10:02:13.673Z
"(40,10)",40,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,84,"(40, 10)",2026-08-24T10:02:13.683Z
"(40,11)",40,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,85,"(40, 11)",2026-08-24T10:02:13.694Z
"(40,12)",40,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,86,"(40, 12)",2026-08-24T10:02:13.699Z
"(40,13)",40,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,87,"(40, 13)",2026-08-24T10:02:13.707Z
"(40,14)",40,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,88,"(40, 14)",2026-08-24T10:02:13.722Z
"(42,1)",42,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,89,"(42, 1)",2026-08-24T10:02:13.768Z
"(42,2)",42,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,90,"(42, 2)",2026-08-24T10:02:13.775Z
"(42,3)",42,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,91,"(42, 3)",2026-08-24T10:02:13.784Z
"(42,4)",42,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,92,"(42, 4)",2026-08-24T10:02:13.793Z
"(42,5)",42,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,93,"(42, 5)",2026-08-24T10:02:13.801Z
"(42,6)",42,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,94,"(42, 6)",2026-08-24T10:02:13.826Z
"(44,1)",44,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,95,"(44, 1)",2026-08-24T10:02:13.835Z
"(44,2)",44,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,96,"(44, 2)",2026-08-24T10:02:13.871Z
"(44,3)",44,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,97,"(44, 3)",2026-08-24T10:02:13.879Z
"(44,4)",44,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,98,"(44, 4)",2026-08-24T10:02:13.904Z
"(45,1)",45,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,99,"(45, 1)",2026-08-24T10:02:13.949Z
"(45,2)",45,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,100,"(45, 2)",2026-08-24T10:02:13.975Z
"(46,1)",46,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,101,"(46, 1)",2026-08-24T10:02:13.997Z
"(46,2)",46,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,102,"(46, 2)",2026-08-24T10:02:14.043Z
"(48,1)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,103,"(48, 1)",2026-08-24T10:02:14.055Z
"(48,2)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,104,"(48, 2)",2026-08-24T10:02:14.091Z
"(48,3)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,105,"(48, 3)",2026-08-24T10:02:14.096Z
"(48,4)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,106,"(48, 4)",2026-08-24T10:02:14.151Z
"(48,5)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,107,"(48, 5)",2026-08-24T10:02:14.158Z
"(48,6)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,108,"(48, 6)",2026-08-24T10:02:14.165Z
"(48,7)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,109,"(48, 7)",2026-08-24T10:02:14.171Z
"(48,8)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,110,"(48, 8)",2026-08-24T10:02:14.178Z
"(48,9)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,111,"(48, 9)",2026-08-24T10:02:14.188Z
"(48,10)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,112,"(48, 10)",2026-08-24T10:02:14.195Z
"(48,11)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,113,"(48, 11)",2026-08-24T10:02:14.204Z
"(48,12)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,114,"(48, 12)",2026-08-24T10:02:14.212Z
"(48,13)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,115,"(48, 13)",2026-08-24T10:02:14.219Z
"(48,14)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,116,"(48, 14)",2026-08-24T10:02:14.226Z
"(48,15)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,117,"(48, 15)",2026-08-24T10:02:14.232Z
"(48,16)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,118,"(48, 16)",2026-08-24T10:02:14.238Z
"(48,17)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,119,"(48, 17)",2026-08-24T10:02:14.244Z
"(48,18)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,120,"(48, 18)",2026-08-24T10:02:14.25Z
"(48,19)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,121,"(48, 19)",2026-08-24T10:02:14.258Z
"(48,20)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,122,"(48, 20)",2026-08-24T10:02:14.281Z
"(48,21)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,123,"(48, 21)",2026-08-24T10:02:14.326Z
"(48,22)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,124,"(48, 22)",2026-08-24T10:02:14.34Z
"(48,23)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,125,"(48, 23)",2026-08-24T10:02:14.367Z
"(48,24)",48,true,0,true,2026-08-24T10:02:03.008Z,1.12.6,1.8.1,33ecdf228faa,4.16.1,smallgroups-1-567-fs2-q1-findall,34886,126,"(48, 24)",2026-08-24T10:02:14.38Z
