table,G_order,G_solvable,false_characters,findall,run_started_at_utc,julia_version,oscar_version,fs2_git_revision,gap_version,ctbllib_version,scan_id,scan_total,scan_index,logged_at_utc
(11:5xD12).2,1320,true,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,1,2026-08-10T07:01:55.823Z
(11:5xM12):2,10454400,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,2,2026-08-10T07:01:59.047Z
(13:6xA4).2,1872,true,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,3,2026-08-10T07:02:02.877Z
(13:6xL3(3)).2,876096,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,4,2026-08-10T07:02:05.11Z
(2.A4x2.G2(4)).2,24153292800,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,5,2026-08-10T07:02:15.165Z
(2.A4x3).2,144,true,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,6,2026-08-10T07:02:15.235Z
(2.A5x2.J2).2,290304000,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,7,2026-08-10T07:02:24.414Z
(2.A5x3).2,720,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,8,2026-08-10T07:02:25.46Z
(2.A5xA5):2,14400,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,9,2026-08-10T07:02:25.624Z
(2.A5xD10).2,2400,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,10,2026-08-10T07:02:25.78Z
(2.A6x3).2_1,4320,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,11,2026-08-10T07:02:25.923Z
(2.A6xU3(3)).2,8709120,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,12,2026-08-10T07:02:29.521Z
(2.A7x3).2,30240,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,13,2026-08-10T07:02:29.706Z
(2.A7xL2(7)).2,1693440,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,14,2026-08-10T07:02:31.108Z
(2.A8x3).2,241920,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,15,2026-08-10T07:02:31.42Z
(2.A9x3).2,2177280,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,16,2026-08-10T07:02:31.809Z
(2.D10x3.A6).2_3,43200,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,17,2026-08-10T07:02:34.402Z
(2.D10xA6).2,14400,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,18,2026-08-10T07:02:35.486Z
"(2^(1+4)x3).GO+(4,2)",6912,true,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,19,2026-08-10T07:02:35.893Z
(2^(1+8).2^3)a.L3(2),688128,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,20,2026-08-10T07:02:36.13Z
(2^(1+8).2^3)b.L3(2),688128,false,0,true,2026-08-10T07:01:47.947Z,1.12.6,1.9.0-DEV,428070c0f9ad,4.16.0,1.3.11,ctbllib-fs2-q3-findall,2397,21,2026-08-10T07:02:36.757Z
