table,G_order,G_solvable,false_characters,findall,run_started_at_utc,julia_version,oscar_version,fs2_git_revision,gap_version,scan_id,scan_total,scan_index,group_id,logged_at_utc
"(14,1)",14,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,11,"(14, 1)",2026-08-24T10:05:14.361Z
"(14,2)",14,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,12,"(14, 2)",2026-08-24T10:05:14.383Z
"(15,1)",15,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,13,"(15, 1)",2026-08-24T10:05:14.406Z
"(18,1)",18,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,14,"(18, 1)",2026-08-24T10:05:14.416Z
"(18,2)",18,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,15,"(18, 2)",2026-08-24T10:05:14.44Z
"(18,3)",18,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,16,"(18, 3)",2026-08-24T10:05:14.456Z
"(18,4)",18,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,17,"(18, 4)",2026-08-24T10:05:14.466Z
"(18,5)",18,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,18,"(18, 5)",2026-08-24T10:05:14.495Z
"(20,1)",20,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,19,"(20, 1)",2026-08-24T10:05:14.512Z
"(20,2)",20,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,20,"(20, 2)",2026-08-24T10:05:14.556Z
"(20,3)",20,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,21,"(20, 3)",2026-08-24T10:05:14.566Z
"(20,4)",20,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,22,"(20, 4)",2026-08-24T10:05:14.582Z
"(20,5)",20,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,23,"(20, 5)",2026-08-24T10:05:14.623Z
"(21,1)",21,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,24,"(21, 1)",2026-08-24T10:05:14.633Z
"(21,2)",21,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,25,"(21, 2)",2026-08-24T10:05:14.899Z
"(22,1)",22,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,26,"(22, 1)",2026-08-24T10:05:14.919Z
"(22,2)",22,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,27,"(22, 2)",2026-08-24T10:05:14.968Z
"(24,1)",24,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,28,"(24, 1)",2026-08-24T10:05:14.987Z
"(24,2)",24,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,29,"(24, 2)",2026-08-24T10:05:15.036Z
"(24,3)",24,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,30,"(24, 3)",2026-08-24T10:05:15.069Z
"(24,4)",24,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,31,"(24, 4)",2026-08-24T10:05:15.083Z
"(24,5)",24,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,32,"(24, 5)",2026-08-24T10:05:15.103Z
"(24,6)",24,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,33,"(24, 6)",2026-08-24T10:05:15.116Z
"(24,7)",24,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,34,"(24, 7)",2026-08-24T10:05:15.136Z
"(24,8)",24,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,35,"(24, 8)",2026-08-24T10:05:15.15Z
"(24,9)",24,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,36,"(24, 9)",2026-08-24T10:05:15.197Z
"(24,10)",24,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,37,"(24, 10)",2026-08-24T10:05:15.221Z
"(24,11)",24,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,38,"(24, 11)",2026-08-24T10:05:15.244Z
"(24,12)",24,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,39,"(24, 12)",2026-08-24T10:05:15.254Z
"(24,13)",24,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,40,"(24, 13)",2026-08-24T10:05:15.266Z
"(24,14)",24,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,41,"(24, 14)",2026-08-24T10:05:15.286Z
"(24,15)",24,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,42,"(24, 15)",2026-08-24T10:05:15.515Z
"(26,1)",26,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,43,"(26, 1)",2026-08-24T10:05:15.54Z
"(26,2)",26,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,44,"(26, 2)",2026-08-24T10:05:15.609Z
"(28,1)",28,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,45,"(28, 1)",2026-08-24T10:05:15.631Z
"(28,2)",28,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,46,"(28, 2)",2026-08-24T10:05:15.712Z
"(28,3)",28,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,47,"(28, 3)",2026-08-24T10:05:15.734Z
"(28,4)",28,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,48,"(28, 4)",2026-08-24T10:05:15.801Z
"(30,1)",30,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,49,"(30, 1)",2026-08-24T10:05:15.827Z
"(30,2)",30,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,50,"(30, 2)",2026-08-24T10:05:15.849Z
"(30,3)",30,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,51,"(30, 3)",2026-08-24T10:05:15.867Z
"(30,4)",30,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,52,"(30, 4)",2026-08-24T10:05:16.072Z
"(33,1)",33,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,53,"(33, 1)",2026-08-24T10:05:16.168Z
"(34,1)",34,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,54,"(34, 1)",2026-08-24T10:05:16.207Z
"(34,2)",34,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,55,"(34, 2)",2026-08-24T10:05:16.328Z
"(35,1)",35,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,56,"(35, 1)",2026-08-24T10:05:16.609Z
"(36,1)",36,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,57,"(36, 1)",2026-08-24T10:05:16.631Z
"(36,2)",36,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,58,"(36, 2)",2026-08-24T10:05:16.708Z
"(36,3)",36,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,59,"(36, 3)",2026-08-24T10:05:16.726Z
"(36,4)",36,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,60,"(36, 4)",2026-08-24T10:05:16.745Z
"(36,5)",36,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,61,"(36, 5)",2026-08-24T10:05:16.816Z
"(36,6)",36,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,62,"(36, 6)",2026-08-24T10:05:16.847Z
"(36,7)",36,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,63,"(36, 7)",2026-08-24T10:05:16.868Z
"(36,8)",36,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,64,"(36, 8)",2026-08-24T10:05:16.955Z
"(36,9)",36,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,65,"(36, 9)",2026-08-24T10:05:17.117Z
"(36,10)",36,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,66,"(36, 10)",2026-08-24T10:05:17.133Z
"(36,11)",36,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,67,"(36, 11)",2026-08-24T10:05:17.15Z
"(36,12)",36,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,68,"(36, 12)",2026-08-24T10:05:17.181Z
"(36,13)",36,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,69,"(36, 13)",2026-08-24T10:05:17.202Z
"(36,14)",36,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,70,"(36, 14)",2026-08-24T10:05:17.288Z
"(38,1)",38,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,71,"(38, 1)",2026-08-24T10:05:17.334Z
"(38,2)",38,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,72,"(38, 2)",2026-08-24T10:05:17.757Z
"(39,1)",39,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,73,"(39, 1)",2026-08-24T10:05:17.778Z
"(39,2)",39,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,74,"(39, 2)",2026-08-24T10:05:17.917Z
"(40,1)",40,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,75,"(40, 1)",2026-08-24T10:05:17.948Z
"(40,2)",40,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,76,"(40, 2)",2026-08-24T10:05:18.113Z
"(40,3)",40,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,77,"(40, 3)",2026-08-24T10:05:19.139Z
"(40,4)",40,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,78,"(40, 4)",2026-08-24T10:05:19.164Z
"(40,5)",40,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,79,"(40, 5)",2026-08-24T10:05:19.195Z
"(40,6)",40,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,80,"(40, 6)",2026-08-24T10:05:19.22Z
"(40,7)",40,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,81,"(40, 7)",2026-08-24T10:05:19.257Z
"(40,8)",40,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,82,"(40, 8)",2026-08-24T10:05:19.285Z
"(40,9)",40,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,83,"(40, 9)",2026-08-24T10:05:19.424Z
"(40,10)",40,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,84,"(40, 10)",2026-08-24T10:05:19.48Z
"(40,11)",40,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,85,"(40, 11)",2026-08-24T10:05:19.537Z
"(40,12)",40,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,86,"(40, 12)",2026-08-24T10:05:19.555Z
"(40,13)",40,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,87,"(40, 13)",2026-08-24T10:05:19.593Z
"(40,14)",40,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,88,"(40, 14)",2026-08-24T10:05:19.725Z
"(42,1)",42,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,89,"(42, 1)",2026-08-24T10:05:19.738Z
"(42,2)",42,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,90,"(42, 2)",2026-08-24T10:05:19.758Z
"(42,3)",42,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,91,"(42, 3)",2026-08-24T10:05:19.8Z
"(42,4)",42,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,92,"(42, 4)",2026-08-24T10:05:19.834Z
"(42,5)",42,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,93,"(42, 5)",2026-08-24T10:05:19.864Z
"(42,6)",42,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,94,"(42, 6)",2026-08-24T10:05:20.324Z
"(44,1)",44,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,95,"(44, 1)",2026-08-24T10:05:20.364Z
"(44,2)",44,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,96,"(44, 2)",2026-08-24T10:05:20.573Z
"(44,3)",44,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,97,"(44, 3)",2026-08-24T10:05:20.612Z
"(44,4)",44,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,98,"(44, 4)",2026-08-24T10:05:20.772Z
"(45,1)",45,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,99,"(45, 1)",2026-08-24T10:05:21.061Z
"(45,2)",45,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,100,"(45, 2)",2026-08-24T10:05:21.203Z
"(46,1)",46,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,101,"(46, 1)",2026-08-24T10:05:21.289Z
"(46,2)",46,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,102,"(46, 2)",2026-08-24T10:05:21.671Z
"(48,1)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,103,"(48, 1)",2026-08-24T10:05:21.719Z
"(48,2)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,104,"(48, 2)",2026-08-24T10:05:21.894Z
"(48,3)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,105,"(48, 3)",2026-08-24T10:05:21.909Z
"(48,4)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,106,"(48, 4)",2026-08-24T10:05:21.957Z
"(48,5)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,107,"(48, 5)",2026-08-24T10:05:21.984Z
"(48,6)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,108,"(48, 6)",2026-08-24T10:05:22.005Z
"(48,7)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,109,"(48, 7)",2026-08-24T10:05:22.026Z
"(48,8)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,110,"(48, 8)",2026-08-24T10:05:22.046Z
"(48,9)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,111,"(48, 9)",2026-08-24T10:05:22.341Z
"(48,10)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,112,"(48, 10)",2026-08-24T10:05:22.372Z
"(48,11)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,113,"(48, 11)",2026-08-24T10:05:22.421Z
"(48,12)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,114,"(48, 12)",2026-08-24T10:05:22.453Z
"(48,13)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,115,"(48, 13)",2026-08-24T10:05:22.483Z
"(48,14)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,116,"(48, 14)",2026-08-24T10:05:22.513Z
"(48,15)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,117,"(48, 15)",2026-08-24T10:05:22.531Z
"(48,16)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,118,"(48, 16)",2026-08-24T10:05:22.549Z
"(48,17)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,119,"(48, 17)",2026-08-24T10:05:22.567Z
"(48,18)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,120,"(48, 18)",2026-08-24T10:05:22.586Z
"(48,19)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,121,"(48, 19)",2026-08-24T10:05:22.618Z
"(48,20)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,122,"(48, 20)",2026-08-24T10:05:23.841Z
"(48,21)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,123,"(48, 21)",2026-08-24T10:05:23.91Z
"(48,22)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,124,"(48, 22)",2026-08-24T10:05:23.977Z
"(48,23)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,125,"(48, 23)",2026-08-24T10:05:24.137Z
"(48,24)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,126,"(48, 24)",2026-08-24T10:05:24.197Z
"(48,25)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,127,"(48, 25)",2026-08-24T10:05:24.232Z
"(48,26)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,128,"(48, 26)",2026-08-24T10:05:24.266Z
"(48,27)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,129,"(48, 27)",2026-08-24T10:05:24.3Z
"(48,28)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,130,"(48, 28)",2026-08-24T10:05:24.332Z
"(48,29)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,131,"(48, 29)",2026-08-24T10:05:24.359Z
"(48,30)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,132,"(48, 30)",2026-08-24T10:05:24.376Z
"(48,31)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,133,"(48, 31)",2026-08-24T10:05:24.403Z
"(48,32)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,134,"(48, 32)",2026-08-24T10:05:24.443Z
"(48,33)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,135,"(48, 33)",2026-08-24T10:05:24.48Z
"(48,34)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,136,"(48, 34)",2026-08-24T10:05:24.512Z
"(48,35)",48,true,0,true,2026-08-24T10:05:04.033Z,1.12.6,1.8.1,,4.16.1,smallgroups-1-189-fs2-q3-findall,1692,137,"(48, 35)",2026-08-24T10:05:24.566Z
